Station_ID_C,Year,Mon,Day,Hour,pressure,height,temperature,dewpoint,direction,speed
58457,2019,1,1,0,1034.0,43.0,2.2,-1.2,0.0,1.02888
58457,2019,1,1,0,1000.0,314.0,-0.3,-1.9,0.0,5.1444
58457,2019,1,1,0,963.4,610.0,-2.2,-3.6,55.0,3.08664
58457,2019,1,1,0,925.0,933.0,-4.3,-5.5,35.0,3.08664
58457,2019,1,1,0,892.1,1219.0,-3.1,-4.3,260.0,11.8321
58457,2019,1,1,0,850.0,1601.0,-1.5,-2.6,270.0,8.23104
58457,2019,1,1,0,764.9,2438.0,-2.0,-18.8,290.0,11.8321
58457,2019,1,1,0,700.0,3142.0,-2.5,-32.5,270.0,8.74548
58457,2019,1,1,0,654.6,3658.0,-5.7,-34.9,270.0,27.7798
58457,2019,1,1,0,558.6,4877.0,-13.1,-40.4,250.0,47.8429
58457,2019,1,1,0,500.0,5730.0,-18.3,-44.3,265.0,25.2076
58457,2019,1,1,0,475.6,6096.0,-20.4,-45.5,260.0,74.0794
58457,2019,1,1,0,400.0,7360.0,-27.7,-49.7,250.0,43.213
58457,2019,1,1,0,300.0,9390.0,-35.5,-56.5,255.0,61.7328
58457,2019,1,1,0,250.0,10660.0,-38.7,-59.7,255.0,80.7671
58457,2019,1,1,0,214.0,11698.0,-47.6,-67.2,250.0,83.8537
58457,2019,1,1,0,200.0,12150.0,-51.5,-70.5,250.0,83.8537
58457,2019,1,1,0,150.0,13960.0,-65.1,,265.0,72.0216
58457,2019,1,1,0,100.0,16370.0,-74.1,,255.0,51.9584
58457,2019,1,1,0,96.8,16559.0,-75.7,,255.0,49.9007
58457,2019,1,1,0,70.0,18470.0,-68.9,,265.0,32.9242
58457,2019,1,1,0,50.0,20480.0,-66.5,,260.0,26.2364
58457,2019,1,1,0,30.0,23610.0,-63.1,,275.0,11.8321
58457,2019,1,1,0,20.0,26120.0,-58.3,,225.0,7.20216
